dataset_id,title,description,description_length,domain,country,publisher,publisher_type,format,temporal_start,temporal_end,temporal_span_years,last_modified,update_frequency,spatial_precision,has_coordinates,license,is_open_license,num_keywords,keywords,has_eurovoc,num_languages,has_multilingual,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
eu-water-d34cf82cb7f7,Programme of Measures - FR,Spatial dataset representing ecological status conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,wfd_metrics,FR,FR Ministry of Agriculture,ministry,Shapefile,2017-01-01,2020-12-31,3,2022-03-29,monthly,coordinates,True,CC-BY-4.0,True,5,RBMP|pressures and impacts|programme of measures|water body status|ecological status,True,4,True,0.6275000000000001,Partial,0.1,0.6,1.0,0.75,1.0,0.4,1.0,0.6799999999999999,Partial,0.6,0.4,0.8,1.0,0.75,1.0,0.1,0.7975,Ready,1.0,1.0,0.7,0.75,0.4,1.0,0.1
eu-water-a3b47e0564c5,Wastewater Treatment Data - BG,Time series data for wastewater parameters measured at multiple locations.,10,utilities,BG,BG Hydrological Service,national_hydro,CSV,2022-01-01,2023-12-31,1,2025-06-09,unknown,coordinates,True,EU-ODP,True,3,wastewater|water supply|water utility,True,1,False,0.5700000000000001,Partial,0.3,0.0,1.0,0.9,1.0,0.2,1.0,0.5900000000000001,Partial,0.3,0.2,0.8,1.0,0.9,1.0,0.3,0.6100000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.3
eu-water-a4b344ca6c80,Surface Water Chemistry - FI,Spatial dataset representing chemical status conditions based on field surveys and modeling.,12,water_quality,FI,FI Ministry of Agriculture,ministry,,,,0,2022-06-07,irregular,,False,CC-BY-4.0,True,0,,False,1,False,0.17500000000000002,Insufficient,0.1,0.2,0.0,0.0,1.0,0.2,0.0,0.14500000000000002,Insufficient,0.0,0.2,0.0,0.0,0.0,1.0,0.1,0.21500000000000002,Insufficient,0.0,0.3,0.4,0.0,0.2,1.0,0.1
eu-water-b53f66bbdf63,Water Quality Monitoring Data - IT,Comprehensive chemical status information compiled under EU reporting requirements. Harmonized with EU-level reporting standards.,14,water_quality,IT,IT Data Provider,other,XML,2019-01-01,2024-12-31,5,2023-04-05,annual,,False,CC-BY-4.0,True,0,,False,1,False,0.30000000000000004,Insufficient,0.1,0.3,0.0,0.7,1.0,0.2,0.0,0.365,Insufficient,0.6,0.2,0.0,0.0,0.7,1.0,0.1,0.32,Insufficient,0.0,0.3,0.4,0.7,0.2,1.0,0.1
eu-water-abd9c89da563,Surface Water Chemistry - PL,,0,water_quality,PL,Copernicus,eu_agency,CSV,2001-01-01,2021-12-31,20,2026-01-28,irregular,bbox,True,restricted,False,0,,True,1,False,0.6550000000000001,Partial,0.8,0.2,1.0,0.9,0.3,0.0,1.0,0.68,Partial,1.0,0.0,0.8,1.0,0.9,0.3,0.8,0.5800000000000001,Partial,1.0,0.3,0.4,0.9,0.0,0.3,0.8
eu-water-b3da50e2f491,Groundwater Level Measurements - IE,,0,groundwater,IE,IE Environmental Agency,national_hydro,CSV,2020-01-01,2025-12-31,5,2023-06-25,annual,region_name,False,custom_open,True,3,quantitative status|groundwater level|groundwater body,False,1,False,0.44500000000000006,Partial,0.1,0.3,0.5,0.9,1.0,0.0,0.5,0.5700000000000001,Partial,0.6,0.0,1.0,0.5,0.9,1.0,0.1,0.455,Partial,0.5,0.3,0.4,0.9,0.0,1.0,0.1
eu-water-e314cddf5233,Groundwater Body Status - IT,This dataset contains quantitative status data collected from monitoring stations across the region.,13,groundwater,IT,IT Environmental Agency,national_hydro,,2022-01-01,2024-12-31,2,2026-01-27,annual,country_level,False,CC-BY-SA-4.0,True,0,,False,1,False,0.43000000000000005,Partial,0.8,0.3,0.3,0.0,1.0,0.2,0.0,0.33000000000000007,Insufficient,0.3,0.2,0.5,0.0,0.0,1.0,0.8,0.25,Insufficient,0.0,0.3,0.4,0.0,0.2,1.0,0.8
eu-water-46474e9f0ca3,WFD Status Assessment - DE,,0,wfd_metrics,DE,DE Water Agency,national_hydro,XML,,,0,2025-12-19,monthly,region_name,False,restricted,False,0,,False,4,True,0.48,Partial,0.5,0.6,0.5,0.7,0.3,0.0,0.0,0.27499999999999997,Insufficient,0.0,0.0,1.0,0.0,0.7,0.3,0.5,0.485,Partial,0.0,1.0,0.7,0.7,0.0,0.3,0.5
eu-water-a5612e23317d,Drinking Water Quality - PT,,0,utilities,PT,PT Ministry of Agriculture,ministry,PDF,2004-01-01,2024-12-31,20,2026-01-31,monthly,,False,,False,4,UWWTD|water supply|drinking water|water services,True,5,True,0.39999999999999997,Insufficient,0.8,0.6,0.0,0.2,0.0,0.0,1.0,0.4600000000000001,Partial,1.0,0.0,0.0,1.0,0.2,0.0,0.8,0.66,Partial,1.0,1.0,0.7,0.2,0.0,0.0,0.8
eu-water-cd538ddce68e,Water Quality Monitoring Data - IT,Aggregated statistics on drinking water derived from national reporting systems. Covers all relevant water bodies within the jurisdiction.,18,water_quality,IT,IT Water Agency,national_hydro,Excel,2019-01-01,2025-12-31,6,2025-11-26,weekly,coordinates,True,custom_open,True,2,surface water|chemical status,False,1,False,0.7000000000000001,Ready,0.5,0.8,1.0,0.6,1.0,0.2,0.3,0.64,Partial,1.0,0.2,0.8,0.3,0.6,1.0,0.5,0.4000000000000001,Partial,0.3,0.3,0.4,0.6,0.2,1.0,0.5
eu-water-d10b8a526008,Historical Flood Events - PL,Aggregated statistics on return period derived from national reporting systems.,10,floods,PL,PL Ministry of Environment,ministry,,,,0,2025-12-06,monthly,country_level,False,,False,0,,False,1,False,0.315,Insufficient,0.5,0.6,0.3,0.0,0.0,0.2,0.0,0.14,Insufficient,0.0,0.2,0.5,0.0,0.0,0.0,0.5,0.18500000000000003,Insufficient,0.0,0.3,0.4,0.0,0.2,0.0,0.5
eu-water-ed07aad1a993,Remote Sensing Water Data - DE,This dataset contains monitoring data collected from monitoring stations across the region. Includes both raw measurements and derived indicators.,19,cross_cutting,DE,Joint Research Centre,eu_agency,,2020-01-01,2025-12-31,5,2023-05-04,weekly,,False,CC-BY-4.0,True,0,,False,2,True,0.29500000000000004,Insufficient,0.1,0.8,0.0,0.0,1.0,0.2,0.0,0.29500000000000004,Insufficient,0.6,0.2,0.0,0.0,0.0,1.0,0.1,0.415,Partial,0.0,1.0,0.7,0.0,0.2,1.0,0.1
eu-water-8b92fd45c2b5,Remote Sensing Water Data - PL,Comprehensive monitoring information compiled under EU reporting requirements.,8,cross_cutting,PL,PL Ministry of Environment,ministry,,,,0,2025-12-01,irregular,,False,,False,0,,False,1,False,0.17500000000000002,Insufficient,0.5,0.2,0.0,0.0,0.0,0.2,0.0,0.065,Insufficient,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.18500000000000003,Insufficient,0.0,0.3,0.4,0.0,0.2,0.0,0.5
eu-water-090946642dcd,WFD Status Assessment - BE,,0,wfd_metrics,BE,BE Hydrological Service,national_hydro,,2008-01-01,2023-12-31,15,2025-11-21,monthly,bbox,True,CC0,True,1,water body status,True,1,False,0.5950000000000001,Partial,0.5,0.6,1.0,0.0,1.0,0.0,1.0,0.645,Partial,1.0,0.0,0.8,1.0,0.0,1.0,0.5,0.465,Partial,1.0,0.3,0.4,0.0,0.0,1.0,0.5
eu-water-7c59d4ce0160,Historical Flood Events - SE,This dataset contains coastal flood data collected from monitoring stations across the region.,13,floods,SE,SE Research Institute,research,PDF,2011-01-01,2021-12-31,10,2022-02-08,weekly,bbox,True,custom_open,True,0,,False,1,False,0.525,Partial,0.1,0.8,1.0,0.2,1.0,0.2,0.0,0.535,Partial,1.0,0.2,0.8,0.0,0.2,1.0,0.1,0.245,Insufficient,0.0,0.3,0.4,0.2,0.2,1.0,0.1
eu-water-8029938f7af6,Groundwater Body Status - SE,Spatial dataset representing aquifer conditions based on field surveys and modeling. Data quality has been validated according to standard procedures.,20,groundwater,SE,SE Research Institute,research,PDF,2006-01-01,2021-12-31,15,2025-09-05,irregular,coordinates,True,custom_open,True,0,,False,1,False,0.46499999999999997,Partial,0.3,0.2,1.0,0.2,1.0,0.4,0.0,0.5850000000000001,Partial,1.0,0.4,0.8,0.0,0.2,1.0,0.3,0.275,Insufficient,0.0,0.3,0.4,0.2,0.4,1.0,0.3
eu-water-9754bc2943b6,Groundwater Level Measurements - DE,Spatial dataset representing quantitative status conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,groundwater,DE,Copernicus,eu_agency,CSV,2019-01-01,2024-12-31,5,2026-01-07,irregular,region_name,False,CC-BY-4.0,True,0,,False,3,True,0.52,Partial,0.5,0.2,0.5,0.9,1.0,0.4,0.0,0.5950000000000001,Partial,0.6,0.4,1.0,0.0,0.9,1.0,0.5,0.5900000000000001,Partial,0.0,1.0,0.7,0.9,0.4,1.0,0.5
eu-water-9dea77af6d99,Agricultural Pollution - RO,Aggregated statistics on data derived from national reporting systems. Harmonized with EU-level reporting standards.,14,agricultural_runoff,RO,RO Regional Water Authority,regional,CSV,,,0,2025-12-02,irregular,region_name,False,,False,0,,True,1,False,0.46,Partial,0.5,0.2,0.5,0.9,0.0,0.2,1.0,0.455,Partial,0.0,0.2,1.0,1.0,0.9,0.0,0.5,0.5700000000000001,Partial,1.0,0.3,0.4,0.9,0.2,0.0,0.5
eu-water-96c4f3ec3bba,Pesticide Monitoring - FR,Comprehensive data information compiled under EU reporting requirements.,8,agricultural_runoff,FR,FR Environmental Agency,national_hydro,GeoTIFF,,,0,2026-01-23,weekly,bbox,True,custom_open,True,4,,False,2,True,0.8150000000000001,Ready,0.8,0.8,1.0,0.8,1.0,0.2,0.5,0.45500000000000007,Partial,0.0,0.2,0.8,0.5,0.8,1.0,0.8,0.6950000000000001,Partial,0.5,1.0,0.7,0.8,0.2,1.0,0.8
eu-water-f71737f9a5d2,Wastewater Treatment Data - ES,Time series data for water utility parameters measured at multiple locations.,11,utilities,ES,ES Ministry of Environment,ministry,CSV,2018-01-01,2023-12-31,5,2026-02-14,daily,coordinates,True,,False,0,,True,5,True,0.8450000000000001,Ready,1.0,1.0,1.0,0.9,0.0,0.2,1.0,0.6,Partial,0.6,0.2,0.8,1.0,0.9,0.0,1.0,0.795,Ready,1.0,1.0,0.7,0.9,0.2,0.0,1.0
eu-water-b93e6a123e5e,Biological Quality Elements - PL,,0,water_quality,PL,PL Ministry of Agriculture,ministry,PDF,,,0,2025-12-27,monthly,region_name,False,CC0,True,1,surface water,False,1,False,0.49,Partial,0.5,0.6,0.5,0.2,1.0,0.0,0.3,0.3400000000000001,Insufficient,0.0,0.0,1.0,0.3,0.2,1.0,0.5,0.32000000000000006,Insufficient,0.3,0.3,0.4,0.2,0.0,1.0,0.5
eu-water-4365095495b7,Aquifer Characteristics - HR,,0,groundwater,HR,HR Environmental Agency,national_hydro,PDF,2019-01-01,2020-12-31,1,2025-12-15,monthly,,False,CC-BY-4.0,True,4,hydrogeology|groundwater|groundwater body|quantitative status,True,1,False,0.425,Partial,0.5,0.6,0.0,0.2,1.0,0.0,1.0,0.37,Insufficient,0.3,0.0,0.0,1.0,0.2,1.0,0.5,0.49500000000000005,Partial,1.0,0.3,0.4,0.2,0.0,1.0,0.5
eu-water-73ea2e1e46e6,Surface Water Chemistry - DK,Aggregated statistics on biological quality derived from national reporting systems.,10,water_quality,DK,DK Hydrological Service,national_hydro,PDF,2012-01-01,2022-12-31,10,2025-11-17,monthly,country_level,False,,False,3,biological quality|water quality|surface water,False,1,False,0.37,Insufficient,0.5,0.6,0.3,0.2,0.0,0.2,0.5,0.4850000000000001,Partial,1.0,0.2,0.5,0.5,0.2,0.0,0.5,0.3400000000000001,Insufficient,0.5,0.3,0.4,0.2,0.2,0.0,0.5
eu-water-ee407b1225f9,Water Supply Statistics - IE,,0,utilities,IE,IE Hydrological Service,national_hydro,CSV,2006-01-01,2021-12-31,15,2026-01-10,weekly,region_name,False,restricted,False,5,water supply|water services|drinking water|sewage|UWWTD,False,2,True,0.5750000000000001,Partial,0.5,0.8,0.5,0.9,0.3,0.0,0.5,0.6200000000000001,Partial,1.0,0.0,1.0,0.5,0.9,0.3,0.5,0.64,Partial,0.5,1.0,0.7,0.9,0.0,0.3,0.5
eu-water-79cc17c6edcf,Biological Quality Elements - PL,,0,water_quality,PL,PL Regional Water Authority,regional,CSV,2017-01-01,2022-12-31,5,2023-12-16,weekly,,False,,False,2,drinking water|bathing water,False,1,False,0.3350000000000001,Insufficient,0.1,0.8,0.0,0.9,0.0,0.0,0.3,0.29000000000000004,Insufficient,0.6,0.0,0.0,0.3,0.9,0.0,0.1,0.35500000000000004,Insufficient,0.3,0.3,0.4,0.9,0.0,0.0,0.1
eu-water-0686c75fce13,Programme of Measures - DE,,0,wfd_metrics,DE,DE Water Agency,national_hydro,Shapefile,2020-01-01,2021-12-31,1,2022-11-22,unknown,,False,CC-BY-4.0,True,0,,False,1,False,0.2375,Insufficient,0.1,0.0,0.0,0.75,1.0,0.0,0.0,0.255,Insufficient,0.3,0.0,0.0,0.0,0.75,1.0,0.1,0.3075,Insufficient,0.0,0.3,0.4,0.75,0.0,1.0,0.1
eu-water-f5702e1b5faa,Biological Quality Elements - EE,Time series data for bathing water parameters measured at multiple locations. Includes both raw measurements and derived indicators.,18,water_quality,EE,University of EE,research,CSV,2024-01-01,2025-12-31,1,2026-02-11,monthly,coordinates,True,,False,0,,False,1,False,0.665,Partial,0.8,0.6,1.0,0.9,0.0,0.2,0.0,0.365,Insufficient,0.3,0.2,0.8,0.0,0.9,0.0,0.8,0.3350000000000001,Insufficient,0.0,0.3,0.4,0.9,0.2,0.0,0.8
eu-water-dc0ee71b82e2,Historical Flood Events - RO,Time series data for return period parameters measured at multiple locations.,11,floods,RO,RO Regional Water Authority,regional,JSON,,,0,2025-01-27,unknown,,False,CC-BY-SA-4.0,True,0,,False,1,False,0.27,Insufficient,0.1,0.0,0.0,0.9,1.0,0.2,0.0,0.23500000000000001,Insufficient,0.0,0.2,0.0,0.0,0.9,1.0,0.1,0.35000000000000003,Insufficient,0.0,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-7262e491e44e,Flood Risk Assessment - FR,Spatial dataset representing inundation conditions based on field surveys and modeling.,11,floods,FR,FR Regional Water Authority,regional,API,,,0,2026-01-01,weekly,,False,,False,0,,False,1,False,0.44500000000000006,Partial,0.5,0.8,0.0,1.0,0.0,0.2,0.0,0.165,Insufficient,0.0,0.2,0.0,0.0,1.0,0.0,0.5,0.3350000000000001,Insufficient,0.0,0.3,0.4,1.0,0.2,0.0,0.5
eu-water-2298bb68a206,Agricultural Pollution - IT,Aggregated statistics on data derived from national reporting systems. Covers all relevant water bodies within the jurisdiction.,17,agricultural_runoff,IT,IT Open Data Portal,other,JSON,2007-01-01,2022-12-31,15,2023-03-05,annual,coordinates,True,,False,0,,False,1,False,0.43000000000000005,Partial,0.1,0.3,1.0,0.9,0.0,0.2,0.0,0.505,Partial,1.0,0.2,0.8,0.0,0.9,0.0,0.1,0.30000000000000004,Insufficient,0.0,0.3,0.4,0.9,0.2,0.0,0.1
eu-water-cb8cd2fcf79a,European Aquifer Characteristics,,0,groundwater,EU,EU Ministry of Environment,ministry,,,,0,2022-08-26,irregular,,False,CC-BY-SA-4.0,True,0,,True,1,False,0.21500000000000002,Insufficient,0.1,0.2,0.0,0.0,1.0,0.0,1.0,0.255,Insufficient,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.5650000000000001,Partial,1.0,0.3,1.0,0.0,0.0,1.0,0.1
eu-water-37166a3b3de7,Integrated Water Resources - BG,,0,cross_cutting,BG,Eurostat,eu_agency,JSON,,,0,2022-02-10,irregular,country_level,False,custom_open,True,2,,False,4,True,0.375,Insufficient,0.1,0.2,0.3,0.9,1.0,0.0,0.3,0.31500000000000006,Insufficient,0.0,0.0,0.5,0.3,0.9,1.0,0.1,0.6050000000000001,Partial,0.3,1.0,0.7,0.9,0.0,1.0,0.1
eu-water-c67235c4d679,Biological Quality Elements - FR,Comprehensive bathing water information compiled under EU reporting requirements. Covers all relevant water bodies within the jurisdiction.,17,water_quality,FR,FR Research Institute,research,NetCDF,2007-01-01,2022-12-31,15,2024-02-14,unknown,,False,custom_open,True,3,biological quality|bathing water|chemical status,False,1,False,0.28750000000000003,Insufficient,0.1,0.0,0.0,0.85,1.0,0.2,0.5,0.555,Partial,1.0,0.2,0.0,0.5,0.85,1.0,0.1,0.4675,Partial,0.5,0.3,0.4,0.85,0.2,1.0,0.1
eu-water-c1195da75151,Nitrate Concentrations - NL,Spatial dataset representing water conditions based on field surveys and modeling. Harmonized with EU-level reporting standards.,16,agricultural_runoff,NL,NL Water Agency,national_hydro,CSV,,,0,2024-10-07,irregular,coordinates,True,CC-BY-SA-4.0,True,0,,False,1,False,0.51,Partial,0.1,0.2,1.0,0.9,1.0,0.2,0.0,0.355,Insufficient,0.0,0.2,0.8,0.0,0.9,1.0,0.1,0.35000000000000003,Insufficient,0.0,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-0c2ff9407f65,Flood Risk Assessment - NL,Spatial dataset representing flood risk conditions based on field surveys and modeling.,12,floods,NL,European Environment Agency,eu_agency,Shapefile,2017-01-01,2020-12-31,3,2026-01-17,annual,bbox,True,CC-BY-4.0,True,2,flood|coastal flood,True,1,False,0.7325,Ready,0.8,0.3,1.0,0.75,1.0,0.2,1.0,0.6749999999999999,Partial,0.6,0.2,0.8,1.0,0.75,1.0,0.8,0.6125,Partial,1.0,0.3,0.4,0.75,0.2,1.0,0.8
eu-water-18ba71c16f52,Biological Quality Elements - IE,Aggregated statistics on water quality derived from national reporting systems. Harmonized with EU-level reporting standards.,15,water_quality,IE,Copernicus,eu_agency,PDF,2016-01-01,2021-12-31,5,2026-01-30,monthly,coordinates,True,CC0,True,5,chemical status|biological quality|surface water|water quality|drinking water,False,3,True,0.685,Partial,0.8,0.6,1.0,0.2,1.0,0.2,0.5,0.545,Partial,0.6,0.2,0.8,0.5,0.2,1.0,0.8,0.6050000000000001,Partial,0.5,1.0,0.7,0.2,0.2,1.0,0.8
eu-water-c72d44a6a1ca,Groundwater Body Status - DE,Aggregated statistics on groundwater level derived from national reporting systems. Covers all relevant water bodies within the jurisdiction.,18,groundwater,DE,Copernicus,eu_agency,GeoTIFF,2021-01-01,2023-12-31,2,2025-08-13,irregular,country_level,False,restricted,False,0,,False,4,True,0.33499999999999996,Insufficient,0.3,0.2,0.3,0.8,0.3,0.2,0.0,0.31500000000000006,Insufficient,0.3,0.2,0.5,0.0,0.8,0.3,0.3,0.51,Partial,0.0,1.0,0.7,0.8,0.2,0.3,0.3
eu-water-3c9ca3e2750f,Water Quality Monitoring Data - IT,This dataset contains surface water data collected from monitoring stations across the region. Covers all relevant water bodies within the jurisdiction.,21,water_quality,IT,IT Environmental Agency,national_hydro,PDF,2020-01-01,2023-12-31,3,2024-05-01,weekly,,False,CC-BY-SA-4.0,True,0,,False,4,True,0.3350000000000001,Insufficient,0.1,0.8,0.0,0.2,1.0,0.4,0.0,0.355,Insufficient,0.6,0.4,0.0,0.0,0.2,1.0,0.1,0.465,Partial,0.0,1.0,0.7,0.2,0.4,1.0,0.1
eu-water-8f5a11194324,Flood Hazard Maps - SE,Comprehensive flood hazard information compiled under EU reporting requirements.,9,floods,SE,SE Ministry of Environment,ministry,Shapefile,2005-01-01,2025-12-31,20,2026-01-13,unknown,,False,CC0,True,4,flood hazard|coastal flood|inundation|flood risk,False,4,True,0.37250000000000005,Insufficient,0.5,0.0,0.0,0.75,1.0,0.2,0.5,0.5650000000000001,Partial,1.0,0.2,0.0,0.5,0.75,1.0,0.5,0.6725,Partial,0.5,1.0,0.7,0.75,0.2,1.0,0.5
eu-water-be28aeaa2ff6,Wastewater Treatment Data - FR,,0,utilities,FR,FR Ministry of Environment,ministry,CSV,,,0,2025-08-16,annual,region_name,False,,False,5,water services|water supply|wastewater|drinking water|water treatment,False,1,False,0.395,Insufficient,0.3,0.3,0.5,0.9,0.0,0.0,0.5,0.33,Insufficient,0.0,0.0,1.0,0.5,0.9,0.0,0.3,0.41500000000000004,Partial,0.5,0.3,0.4,0.9,0.0,0.0,0.3
eu-water-7f3fc96bbd5e,Surface Water Chemistry - DE,Time series data for chemical status parameters measured at multiple locations. Includes both raw measurements and derived indicators.,18,water_quality,DE,DE Hydrological Service,national_hydro,CSV,2019-01-01,2022-12-31,3,2024-10-19,monthly,coordinates,True,CC-BY-SA-4.0,True,3,bathing water|water quality|biological quality,False,1,False,0.615,Partial,0.1,0.6,1.0,0.9,1.0,0.2,0.5,0.5800000000000001,Partial,0.6,0.2,0.8,0.5,0.9,1.0,0.1,0.47500000000000003,Partial,0.5,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-0ac73d4ef7be,Historical Flood Events - DE,Time series data for flood risk parameters measured at multiple locations.,11,floods,DE,DE Hydrological Service,national_hydro,CSV,2016-01-01,2021-12-31,5,2025-07-20,monthly,coordinates,True,CC-BY-SA-4.0,True,4,river flood|flood|return period|flood hazard,False,1,False,0.665,Partial,0.3,0.6,1.0,0.9,1.0,0.2,0.5,0.5900000000000001,Partial,0.6,0.2,0.8,0.5,0.9,1.0,0.3,0.48500000000000004,Partial,0.5,0.3,0.4,0.9,0.2,1.0,0.3
eu-water-68e7b5e7d7cf,Surface Water Chemistry - NL,This dataset contains bathing water data collected from monitoring stations across the region.,13,water_quality,NL,NL Water Agency,national_hydro,CSV,,,0,2022-01-25,annual,bbox,True,CC-BY-SA-4.0,True,5,bathing water|biological quality|drinking water|water quality|surface water,False,1,False,0.555,Partial,0.1,0.3,1.0,0.9,1.0,0.2,0.5,0.43000000000000005,Partial,0.0,0.2,0.8,0.5,0.9,1.0,0.1,0.47500000000000003,Partial,0.5,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-d6a1e9f7170c,Pressures and Impacts - PL,,0,wfd_metrics,PL,PL Environmental Agency,national_hydro,,2017-01-01,2020-12-31,3,2026-01-03,annual,region_name,False,CC-BY-4.0,True,5,river basin management|programme of measures|ecological status|pressures and impacts|water body status,False,1,False,0.41000000000000003,Partial,0.5,0.3,0.5,0.0,1.0,0.0,0.5,0.5,Partial,0.6,0.0,1.0,0.5,0.0,1.0,0.5,0.34,Insufficient,0.5,0.3,0.4,0.0,0.0,1.0,0.5
eu-water-413f0237220b,Pressures and Impacts - HR,This dataset contains WFD data collected from monitoring stations across the region.,12,wfd_metrics,HR,HR Ministry of Environment,ministry,,,,0,2025-12-21,weekly,region_name,False,CC-BY-SA-4.0,True,4,Water Framework Directive|programme of measures|river basin management|ecological status,True,4,True,0.545,Partial,0.5,0.8,0.5,0.0,1.0,0.2,1.0,0.46499999999999997,Partial,0.0,0.2,1.0,1.0,0.0,1.0,0.5,0.685,Partial,1.0,1.0,0.7,0.0,0.2,1.0,0.5
eu-water-27900cdadbfd,Flood Risk Assessment - RO,,0,floods,RO,RO Open Data Portal,other,,,,0,2023-02-22,annual,bbox,True,EU-ODP,True,0,,False,5,True,0.385,Insufficient,0.1,0.3,1.0,0.0,1.0,0.0,0.0,0.225,Insufficient,0.0,0.0,0.8,0.0,0.0,1.0,0.1,0.39499999999999996,Insufficient,0.0,1.0,0.7,0.0,0.0,1.0,0.1
eu-water-52619c6cdcff,Groundwater Level Measurements - PL,Time series data for groundwater body parameters measured at multiple locations.,11,groundwater,PL,PL Environmental Agency,national_hydro,,2015-01-01,2021-12-31,6,2025-12-31,annual,,False,CC-BY-4.0,True,2,aquifer|groundwater body,True,1,False,0.34500000000000003,Insufficient,0.5,0.3,0.0,0.0,1.0,0.2,1.0,0.5650000000000001,Partial,1.0,0.2,0.0,1.0,0.0,1.0,0.5,0.48500000000000004,Partial,1.0,0.3,0.4,0.0,0.2,1.0,0.5
eu-water-83e975118171,Agricultural Pollution - IT,This dataset contains data data collected from monitoring stations across the region.,12,agricultural_runoff,IT,IT Water Agency,national_hydro,NetCDF,2018-01-01,2024-12-31,6,2024-04-10,weekly,coordinates,True,EU-ODP,True,0,,False,2,True,0.6224999999999999,Partial,0.1,0.8,1.0,0.85,1.0,0.2,0.0,0.6000000000000001,Partial,1.0,0.2,0.8,0.0,0.85,1.0,0.1,0.5425,Partial,0.0,1.0,0.7,0.85,0.2,1.0,0.1
